train,station,on,off,onboard
329,Capitol,0.0,0.0,0.0
329,Tamien,375.5,0.0,375.5
329,San Jose Diridon,291.0,0.0,666.5
329,College Park,0.0,0.0,666.5
329,Santa Clara,0.0,0.0,666.5
329,Lawrence,0.0,0.0,666.5
329,Sunnyvale,334.0,31.0,969.5
329,Mountain View,0.0,0.0,969.5
329,San Antonio,0.0,0.0,969.5
329,California Avenue,0.0,0.0,969.5
329,Palo Alto,73.5,299.5,743.5
329,Menlo Park,0.0,0.0,743.5
329,Atherton,0.0,0.0,743.5
329,Redwood City,181.0,112.0,812.5
329,San Carlos,0.0,0.0,812.5
329,Belmont,0.0,0.0,812.5
329,Hillsdale,0.0,0.0,812.5
329,Hayward Park,0.0,0.0,812.5
329,San Mateo,99.5,45.5,866.5
329,Burlingame,0.0,0.0,866.5
329,Broadway,0.0,0.0,866.5
329,Millbrae,48.0,79.0,835.5
329,San Bruno,0.0,0.0,835.5
329,South San Francisco,0.0,0.0,835.5
329,Bayshore,0.0,0.0,835.5
329,22nd Street,0.0,0.0,835.5
329,San Francisco,0.0,835.5,0.0
231,Gilroy,0.0,0.0,0.0
231,San Martin,0.0,0.0,0.0
231,Morgan Hill,0.0,0.0,0.0
231,Blossom Hill,0.0,0.0,0.0
231,Capitol,0.0,0.0,0.0
231,Tamien,0.0,0.0,0.0
231,San Jose Diridon,249.5,0.0,249.5
231,College Park,0.0,0.0,249.5
231,Santa Clara,102.5,6.0,346.0
231,Lawrence,0.0,0.0,346.0
231,Sunnyvale,124.0,21.5,448.5
231,Mountain View,80.0,42.0,486.5
231,San Antonio,0.0,0.0,486.5
231,California Avenue,0.0,0.0,486.5
231,Palo Alto,0.0,0.0,486.5
231,Menlo Park,16.5,56.0,447.0
231,Atherton,0.0,0.0,447.0
231,Redwood City,31.5,98.5,380.0
231,San Carlos,30.0,33.0,377.0
231,Belmont,26.0,17.0,386.0
231,Hillsdale,41.5,36.0,391.5
231,Hayward Park,25.5,21.5,395.5
231,San Mateo,55.5,35.0,416.0
231,Burlingame,34.5,17.0,433.5
231,Broadway,0.0,0.0,433.5
231,Millbrae,16.5,39.0,411.0
231,San Bruno,21.5,12.0,420.5
231,South San Francisco,9.5,16.5,413.5
231,Bayshore,9.5,2.0,421.0
231,22nd Street,2.0,34.5,388.5
231,San Francisco,0.0,388.5,0.0
233,Gilroy,0.0,0.0,0.0
233,San Martin,0.0,0.0,0.0
233,Morgan Hill,0.0,0.0,0.0
233,Blossom Hill,0.0,0.0,0.0
233,Capitol,0.0,0.0,0.0
233,Tamien,165.0,0.0,165.0
233,San Jose Diridon,191.0,0.0,356.0
233,College Park,0.0,0.0,356.0
233,Santa Clara,84.5,1.5,439.0
233,Lawrence,76.5,17.5,498.0
233,Sunnyvale,192.5,26.5,664.0
233,Mountain View,128.5,43.5,749.0
233,San Antonio,68.5,28.0,789.5
233,California Avenue,53.5,61.0,782.0
233,Palo Alto,56.0,250.0,588.0
233,Menlo Park,28.0,25.5,590.5
233,Atherton,0.0,0.0,590.5
233,Redwood City,62.0,77.0,575.5
233,San Carlos,26.5,11.5,590.5
233,Belmont,23.5,7.5,606.5
233,Hillsdale,57.0,36.0,627.5
233,Hayward Park,0.0,0.0,627.5
233,San Mateo,62.5,20.5,669.5
233,Burlingame,23.5,12.5,680.5
233,Broadway,0.0,0.0,680.5
233,Millbrae,19.5,47.0,653.0
233,San Bruno,27.0,7.0,673.0
233,South San Francisco,0.0,0.0,673.0
233,Bayshore,0.0,0.0,673.0
233,22nd Street,0.0,0.0,673.0
233,San Francisco,0.0,673.0,0.0
135,Gilroy,0.0,0.0,0.0
135,San Martin,0.0,0.0,0.0
135,Morgan Hill,0.0,0.0,0.0
135,Blossom Hill,0.0,0.0,0.0
135,Capitol,0.0,0.0,0.0
135,Tamien,0.0,0.0,0.0
135,San Jose Diridon,179.0,0.0,179.0
135,College Park,0.0,0.0,179.0
135,Santa Clara,89.0,0.5,267.5
135,Lawrence,51.5,7.5,311.5
135,Sunnyvale,142.0,27.5,426.0
135,Mountain View,95.0,32.5,488.5
135,San Antonio,47.5,12.0,524.0
135,California Avenue,20.0,53.0,491.0
135,Palo Alto,37.5,163.5,365.0
135,Menlo Park,13.0,31.5,346.5
135,Atherton,0.0,0.0,346.5
135,Redwood City,36.0,79.0,303.5
135,San Carlos,8.5,11.0,301.0
135,Belmont,13.0,6.0,308.0
135,Hillsdale,18.5,24.5,302.0
135,Hayward Park,6.0,11.0,297.0
135,San Mateo,21.0,23.0,295.0
135,Burlingame,11.5,9.0,297.5
135,Broadway,0.0,0.0,297.5
135,Millbrae,7.0,40.0,264.5
135,San Bruno,5.0,4.5,265.0
135,South San Francisco,3.5,6.5,262.0
135,Bayshore,2.0,2.5,261.5
135,22nd Street,1.0,18.0,244.5
135,San Francisco,0.0,244.5,0.0
237,Gilroy,0.0,0.0,0.0
237,San Martin,0.0,0.0,0.0
237,Morgan Hill,0.0,0.0,0.0
237,Blossom Hill,0.0,0.0,0.0
237,Capitol,0.0,0.0,0.0
237,Tamien,35.0,0.0,35.0
237,San Jose Diridon,112.0,0.5,146.5
237,College Park,0.0,0.0,146.5
237,Santa Clara,37.0,1.5,182.0
237,Lawrence,27.0,2.5,206.5
237,Sunnyvale,95.5,7.5,294.5
237,Mountain View,66.5,15.0,346.0
237,San Antonio,20.5,7.0,359.5
237,California Avenue,26.5,34.5,351.5
237,Palo Alto,33.5,84.5,300.5
237,Menlo Park,23.0,11.5,312.0
237,Atherton,0.0,0.0,312.0
237,Redwood City,36.5,40.5,308.0
237,San Carlos,5.0,4.0,309.0
237,Belmont,7.5,3.0,313.5
237,Hillsdale,17.0,12.5,318.0
237,Hayward Park,0.0,0.0,318.0
237,San Mateo,16.0,14.5,319.5
237,Burlingame,9.0,10.5,318.0
237,Broadway,0.0,0.0,318.0
237,Millbrae,7.5,42.0,283.5
237,San Bruno,5.5,5.0,284.0
237,South San Francisco,0.0,0.0,284.0
237,Bayshore,0.0,0.0,284.0
237,22nd Street,0.0,0.0,284.0
237,San Francisco,0.0,284.0,0.0
139,Gilroy,0.0,0.0,0.0
139,San Martin,0.0,0.0,0.0
139,Morgan Hill,0.0,0.0,0.0
139,Blossom Hill,0.0,0.0,0.0
139,Capitol,0.0,0.0,0.0
139,Tamien,0.0,0.0,0.0
139,San Jose Diridon,56.5,0.0,56.5
139,College Park,0.0,0.0,56.5
139,Santa Clara,23.0,0.0,79.5
139,Lawrence,18.5,0.5,97.5
139,Sunnyvale,41.5,2.0,137.0
139,Mountain View,43.0,8.5,171.5
139,San Antonio,15.0,6.5,180.0
139,California Avenue,11.0,10.5,180.5
139,Palo Alto,17.5,40.5,157.5
139,Menlo Park,10.5,13.0,155.0
139,Atherton,0.0,0.0,155.0
139,Redwood City,22.0,23.5,153.5
139,San Carlos,9.0,5.0,157.5
139,Belmont,4.0,2.0,159.5
139,Hillsdale,8.0,5.5,162.0
139,Hayward Park,7.0,5.0,164.0
139,San Mateo,14.0,5.0,173.0
139,Burlingame,6.0,3.5,175.5
139,Broadway,0.0,0.0,175.5
139,Millbrae,3.0,28.0,150.5
139,San Bruno,2.0,1.5,151.0
139,South San Francisco,5.5,4.5,152.0
139,Bayshore,0.5,3.5,149.0
139,22nd Street,1.0,9.5,140.5
139,San Francisco,0.0,140.5,0.0
143,Gilroy,0.0,0.0,0.0
143,San Martin,0.0,0.0,0.0
143,Morgan Hill,0.0,0.0,0.0
143,Blossom Hill,0.0,0.0,0.0
143,Capitol,0.0,0.0,0.0
143,Tamien,0.0,0.0,0.0
143,San Jose Diridon,79.0,0.0,79.0
143,College Park,0.0,0.0,79.0
143,Santa Clara,19.0,1.0,97.0
143,Lawrence,14.0,2.5,108.5
143,Sunnyvale,40.0,2.5,146.0
143,Mountain View,40.5,5.0,181.5
143,San Antonio,14.5,1.0,195.0
143,California Avenue,17.0,10.5,201.5
143,Palo Alto,39.0,38.5,202.0
143,Menlo Park,21.5,11.5,212.0
143,Atherton,0.0,0.0,212.0
143,Redwood City,43.0,15.0,240.0
143,San Carlos,7.0,7.0,240.0
143,Belmont,4.5,4.5,240.0
143,Hillsdale,15.5,10.0,245.5
143,Hayward Park,3.0,2.0,246.5
143,San Mateo,14.0,16.0,244.5
143,Burlingame,9.0,9.0,244.5
143,Broadway,0.0,0.0,244.5
143,Millbrae,1.5,48.5,197.5
143,San Bruno,4.0,5.5,196.0
143,South San Francisco,1.5,8.0,189.5
143,Bayshore,0.5,4.0,186.0
143,22nd Street,1.0,8.0,179.0
143,San Francisco,0.0,179.0,0.0
147,Gilroy,0.0,0.0,0.0
147,San Martin,0.0,0.0,0.0
147,Morgan Hill,0.0,0.0,0.0
147,Blossom Hill,0.0,0.0,0.0
147,Capitol,0.0,0.0,0.0
147,Tamien,0.0,0.0,0.0
147,San Jose Diridon,64.0,0.0,64.0
147,College Park,0.0,0.0,64.0
147,Santa Clara,17.5,1.0,80.5
147,Lawrence,10.5,0.5,90.5
147,Sunnyvale,26.0,2.5,114.0
147,Mountain View,40.5,3.0,151.5
147,San Antonio,12.0,1.0,162.5
147,California Avenue,17.5,16.5,163.5
147,Palo Alto,43.0,27.0,179.5
147,Menlo Park,9.5,15.0,174.0
147,Atherton,0.0,0.0,174.0
147,Redwood City,29.5,15.0,188.5
147,San Carlos,7.5,10.0,186.0
147,Belmont,14.0,4.0,196.0
147,Hillsdale,13.0,10.5,198.5
147,Hayward Park,6.0,3.0,201.5
147,San Mateo,12.0,13.5,200.0
147,Burlingame,10.0,10.5,199.5
147,Broadway,0.0,0.0,199.5
147,Millbrae,5.0,41.5,163.0
147,San Bruno,3.0,5.5,160.5
147,South San Francisco,1.5,3.5,158.5
147,Bayshore,3.5,4.5,157.5
147,22nd Street,0.5,15.5,142.5
147,San Francisco,0.0,142.5,0.0
151,Gilroy,0.0,0.0,0.0
151,San Martin,0.0,0.0,0.0
151,Morgan Hill,0.0,0.0,0.0
151,Blossom Hill,0.0,0.0,0.0
151,Capitol,0.0,0.0,0.0
151,Tamien,0.0,0.0,0.0
151,San Jose Diridon,48.5,0.0,48.5
151,College Park,0.0,0.0,48.5
