date,origin_station,day_type,ridership
2024-06-09,Hayward Park,Sunday,0.0
2024-06-09,Hillsdale,Sunday,0.0
2024-06-09,Lawrence,Sunday,0.0
2024-06-09,Menlo Park,Sunday,0.0
2024-06-09,Millbrae,Sunday,0.0
2024-06-09,Morgan Hill,Sunday,0.0
2024-06-09,Mountain View,Sunday,0.0
2024-06-09,Palo Alto,Sunday,0.0
2024-06-09,Redwood City,Sunday,0.0
2024-06-09,San Antonio,Sunday,0.0
2024-06-09,San Bruno,Sunday,0.0
2024-06-09,San Carlos,Sunday,0.0
2024-06-09,San Francisco,Sunday,0.0
2024-06-09,San Jose Diridon,Sunday,0.0
2024-06-09,San Martin,Sunday,0.0
2024-06-09,San Mateo,Sunday,0.0
2024-06-09,Santa Clara,Sunday,0.0
2024-06-09,South San Francisco,Sunday,0.0
2024-06-09,Sunnyvale,Sunday,0.0
2024-06-09,Tamien,Sunday,0.0
2024-06-10,22nd Street,Weekday,827.8153805588887
2024-06-10,Bayshore,Weekday,112.56568763261978
2024-06-10,Belmont,Weekday,460.43904417308414
2024-06-10,Blossom Hill,Weekday,59.68703556911014
2024-06-10,Burlingame,Weekday,475.0877049457505
2024-06-10,California Ave,Weekday,527.2816558890872
2024-06-10,Capitol,Weekday,36.41612025896303
2024-06-10,College Park,Weekday,5.339238959872914
2024-06-10,Gilroy,Weekday,71.28555320859144
2024-06-10,Hayward Park,Weekday,216.4179007293736
2024-06-10,Hillsdale,Weekday,1096.6235550483766
2024-06-10,Lawrence,Weekday,529.8015100789107
2024-06-10,Menlo Park,Weekday,600.5809339106656
2024-06-10,Millbrae,Weekday,1250.6773631284016
2024-06-10,Morgan Hill,Weekday,86.92641829867274
2024-06-10,Mountain View,Weekday,1655.2842827698616
2024-06-10,Palo Alto,Weekday,2947.025863330829
2024-06-10,Redwood City,Weekday,1571.218844130466
2024-06-10,San Antonio,Weekday,411.38292174156555
2024-06-10,San Bruno,Weekday,312.6876324422607
2024-06-10,San Carlos,Weekday,506.0849992201928
2024-06-10,San Francisco,Weekday,5436.3107803816465
2024-06-10,San Jose Diridon,Weekday,1451.8012609850095
2024-06-10,San Martin,Weekday,22.15095838692349
2024-06-10,San Mateo,Weekday,936.5507381519668
2024-06-10,Santa Clara,Weekday,575.2968914570677
2024-06-10,South San Francisco,Weekday,472.93980114217095
2024-06-10,Sunnyvale,Weekday,938.1452444268675
2024-06-10,Tamien,Weekday,178.47568764507747
2024-06-11,22nd Street,Weekday,1062.7618821108504
2024-06-11,Bayshore,Weekday,129.73745730505328
2024-06-11,Belmont,Weekday,523.2970386193205
2024-06-11,Blossom Hill,Weekday,78.40692091331803
2024-06-11,Burlingame,Weekday,610.7396454487563
2024-06-11,California Ave,Weekday,540.238107469803
2024-06-11,Capitol,Weekday,45.72438613598824
2024-06-11,College Park,Weekday,11.936977533600674
2024-06-11,Gilroy,Weekday,102.55716879903324
2024-06-11,Hayward Park,Weekday,276.83097394212683
2024-06-11,Hillsdale,Weekday,1392.4529860720208
2024-06-11,Lawrence,Weekday,607.12348599776
2024-06-11,Menlo Park,Weekday,724.2847225970577
2024-06-11,Millbrae,Weekday,1408.9845660827584
2024-06-11,Morgan Hill,Weekday,106.56838820604341
2024-06-11,Mountain View,Weekday,2142.9230154990446
2024-06-11,Palo Alto,Weekday,3298.903082571858
2024-06-11,Redwood City,Weekday,1920.2009586914044
2024-06-11,San Antonio,Weekday,519.5048724087897
2024-06-11,San Bruno,Weekday,348.31434548190606
2024-06-11,San Carlos,Weekday,625.4656433929489
2024-06-11,San Francisco,Weekday,6810.099082193678
2024-06-11,San Jose Diridon,Weekday,1761.6630705155262
2024-06-11,San Martin,Weekday,18.975780036467494
2024-06-11,San Mateo,Weekday,1119.499819154035
2024-06-11,Santa Clara,Weekday,742.3904098983148
2024-06-11,South San Francisco,Weekday,540.1463616617766
2024-06-11,Sunnyvale,Weekday,1255.8602575342832
2024-06-11,Tamien,Weekday,248.29033357231597
2024-06-12,22nd Street,Weekday,1068.0805947240838
2024-06-12,Bayshore,Weekday,133.66767962073737
2024-06-12,Belmont,Weekday,548.2624706728247
2024-06-12,Blossom Hill,Weekday,65.52934013433524
2024-06-12,Burlingame,Weekday,672.662725070004
2024-06-12,California Ave,Weekday,566.6976863092248
2024-06-12,Capitol,Weekday,43.47786828424299
2024-06-12,College Park,Weekday,8.467256719209017
2024-06-12,Gilroy,Weekday,112.90478825157076
2024-06-12,Hayward Park,Weekday,260.1796218804403
2024-06-12,Hillsdale,Weekday,1500.3384388515676
2024-06-12,Lawrence,Weekday,611.4775278394106
2024-06-12,Menlo Park,Weekday,729.4144460118227
2024-06-12,Millbrae,Weekday,1502.4382867831252
2024-06-12,Morgan Hill,Weekday,100.81565216288692
2024-06-12,Mountain View,Weekday,2245.6369387821264
2024-06-12,Palo Alto,Weekday,3273.223183507235
2024-06-12,Redwood City,Weekday,2146.729671188941
2024-06-12,San Antonio,Weekday,541.7341664749583
2024-06-12,San Bruno,Weekday,397.2149462063936
2024-06-12,San Carlos,Weekday,639.3270589141938
2024-06-12,San Francisco,Weekday,7384.426171374684
2024-06-12,San Jose Diridon,Weekday,1900.043831042834
2024-06-12,San Martin,Weekday,24.510879937227156
2024-06-12,San Mateo,Weekday,1122.5487997907242
2024-06-12,Santa Clara,Weekday,767.6740579450652
2024-06-12,South San Francisco,Weekday,585.2143323643226
2024-06-12,Sunnyvale,Weekday,1352.8880261685242
2024-06-12,Tamien,Weekday,228.77554078499648
2024-06-13,22nd Street,Weekday,940.6763928723863
2024-06-13,Bayshore,Weekday,117.27058825931411
2024-06-13,Belmont,Weekday,456.190177554976
2024-06-13,Blossom Hill,Weekday,67.67303324729116
2024-06-13,Burlingame,Weekday,501.85476991046613
2024-06-13,California Ave,Weekday,462.358906103536
2024-06-13,Capitol,Weekday,38.02641457623947
2024-06-13,College Park,Weekday,7.950200460733696
2024-06-13,Gilroy,Weekday,78.95903551021753
2024-06-13,Hayward Park,Weekday,255.5371824809663
2024-06-13,Hillsdale,Weekday,1233.2002744861816
2024-06-13,Lawrence,Weekday,528.5176851425169
2024-06-13,Menlo Park,Weekday,686.2268519115668
2024-06-13,Millbrae,Weekday,1238.4109897261612
2024-06-13,Morgan Hill,Weekday,94.38080323864428
2024-06-13,Mountain View,Weekday,1861.3189902301222
2024-06-13,Palo Alto,Weekday,3073.699205433092
2024-06-13,Redwood City,Weekday,1702.3863036580292
2024-06-13,San Antonio,Weekday,458.2495992793975
2024-06-13,San Bruno,Weekday,240.63040081372108
2024-06-13,San Carlos,Weekday,516.5844845756644
2024-06-13,San Francisco,Weekday,5365.269546143805
2024-06-13,San Jose Diridon,Weekday,1522.5873520308398
2024-06-13,San Martin,Weekday,22.48148086860573
2024-06-13,San Mateo,Weekday,901.3307040803245
2024-06-13,Santa Clara,Weekday,672.0283724793768
2024-06-13,South San Francisco,Weekday,464.7295358432326
2024-06-13,Sunnyvale,Weekday,1122.2386787513153
2024-06-13,Tamien,Weekday,191.4078755763768
2024-06-14,22nd Street,Weekday,707.9150568659988
2024-06-14,Bayshore,Weekday,112.71269149407001
2024-06-14,Belmont,Weekday,401.5058534056137
2024-06-14,Blossom Hill,Weekday,46.71758456003184
2024-06-14,Burlingame,Weekday,552.0465248664761
2024-06-14,California Ave,Weekday,450.5240471780644
2024-06-14,Capitol,Weekday,29.43223942327255
2024-06-14,College Park,Weekday,11.07259733469655
2024-06-14,Gilroy,Weekday,55.57560069927187
2024-06-14,Hayward Park,Weekday,223.13424342093043
2024-06-14,Hillsdale,Weekday,1052.4851489979633
2024-06-14,Lawrence,Weekday,430.53195616512744
2024-06-14,Menlo Park,Weekday,689.2558899497437
2024-06-14,Millbrae,Weekday,1308.9298240420426
2024-06-14,Morgan Hill,Weekday,62.029933370746186
2024-06-14,Mountain View,Weekday,1593.0162209608507
2024-06-14,Palo Alto,Weekday,2637.5301768155728
2024-06-14,Redwood City,Weekday,1615.4690637062001
2024-06-14,San Antonio,Weekday,395.47013159710264
2024-06-14,San Bruno,Weekday,300.82756190539476
2024-06-14,San Carlos,Weekday,547.3449029414218
2024-06-14,San Francisco,Weekday,5670.254409849533
2024-06-14,San Jose Diridon,Weekday,1383.3410536989143
2024-06-14,San Martin,Weekday,6.7359560395238445
2024-06-14,San Mateo,Weekday,969.358777592166
2024-06-14,Santa Clara,Weekday,609.0712945476504
2024-06-14,South San Francisco,Weekday,428.1700265191359
2024-06-14,Sunnyvale,Weekday,884.8390645677197
2024-06-14,Tamien,Weekday,129.01296806268783
2024-06-15,22nd Street,Saturday,341.8090309293859
2024-06-15,Bayshore,Saturday,147.93047223500162
2024-06-15,Belmont,Saturday,271.9392241994399
2024-06-15,Blossom Hill,Saturday,0.0
2024-06-15,Broadway,Saturday,73.38486260515884
2024-06-15,Burlingame,Saturday,345.91011427041394
2024-06-15,California Ave,Saturday,343.87656458786745
2024-06-15,Capitol,Saturday,0.0
2024-06-15,College Park,Saturday,0.5977223273068858
2024-06-15,Gilroy,Saturday,0.0
2024-06-15,Hayward Park,Saturday,130.043607769312
2024-06-15,Hillsdale,Saturday,476.89388789705055
2024-06-15,Lawrence,Saturday,304.8073175464043
2024-06-15,Menlo Park,Saturday,357.1818327779422
2024-06-15,Millbrae,Saturday,788.8099640449582
2024-06-15,Morgan Hill,Saturday,0.0
2024-06-15,Mountain View,Saturday,840.3287492776931
2024-06-15,Palo Alto,Saturday,952.4215979196498
2024-06-15,Redwood City,Saturday,733.9012838159189
2024-06-15,San Antonio,Saturday,304.5034853962412
2024-06-15,San Bruno,Saturday,218.462113151909
2024-06-15,San Carlos,Saturday,229.67265971246897
2024-06-15,San Francisco,Saturday,4067.164356591857
2024-06-15,San Jose Diridon,Saturday,822.1467641234048
2024-06-15,San Martin,Saturday,0.0
2024-06-15,San Mateo,Saturday,467.4668176015412
2024-06-15,Santa Clara,Saturday,420.1409110132647
2024-06-15,South San Francisco,Saturday,218.55816470043058
2024-06-15,Sunnyvale,Saturday,682.2829306511223
2024-06-15,Tamien,Saturday,57.49933069728434
2024-06-16,22nd Street,Sunday,353.78307212461385
2024-06-16,Bayshore,Sunday,155.93101629198506
2024-06-16,Belmont,Sunday,203.08033205300234
2024-06-16,Blossom Hill,Sunday,0.0
2024-06-16,Broadway,Sunday,80.57159919280053
2024-06-16,Burlingame,Sunday,247.89249730337644
2024-06-16,California Ave,Sunday,271.3706241612156
2024-06-16,Capitol,Sunday,0.0
2024-06-16,College Park,Sunday,0.48537872748247374
2024-06-16,Gilroy,Sunday,0.0
2024-06-16,Hayward Park,Sunday,119.35094750978853
2024-06-16,Hillsdale,Sunday,319.86348055429494
2024-06-16,Lawrence,Sunday,209.93986064757664
2024-06-16,Menlo Park,Sunday,306.862196702324
2024-06-16,Millbrae,Sunday,639.1700293022305
2024-06-16,Morgan Hill,Sunday,0.0
2024-06-16,Mountain View,Sunday,681.2406481543242
2024-06-16,Palo Alto,Sunday,815.1866773911594
2024-06-16,Redwood City,Sunday,583.5656225803285
2024-06-16,San Antonio,Sunday,224.53539516623118
2024-06-16,San Bruno,Sunday,240.42411273438967
2024-06-16,San Carlos,Sunday,218.8879347804267
2024-06-16,San Francisco,Sunday,3363.9703578737794
2024-06-16,San Jose Diridon,Sunday,549.7004785615977
2024-06-16,San Martin,Sunday,0.0
2024-06-16,San Mateo,Sunday,413.98437318230515
2024-06-16,Santa Clara,Sunday,398.85300060540555
2024-06-16,South San Francisco,Sunday,186.15143121467037
2024-06-16,Sunnyvale,Sunday,580.0248310008816
2024-06-16,Tamien,Sunday,32.69842064785142
2024-06-17,22nd Street,Weekday,732.9654991619373
2024-06-17,Bayshore,Weekday,88.33518805024295
2024-06-17,Belmont,Weekday,382.0006257604601
2024-06-17,Blossom Hill,Weekday,56.498409947556155
2024-06-17,Burlingame,Weekday,417.1854325460441
2024-06-17,California Ave,Weekday,462.942407724568
2024-06-17,Capitol,Weekday,31.895308437786305
2024-06-17,College Park,Weekday,6.393005189374313
2024-06-17,Gilroy,Weekday,80.48487921049562
2024-06-17,Hayward Park,Weekday,215.57242951652742
2024-06-17,Hillsdale,Weekday,994.0380363395608
2024-06-17,Lawrence,Weekday,467.8618044169171
2024-06-17,Menlo Park,Weekday,593.6945934963917
2024-06-17,Millbrae,Weekday,1066.6613683033693
2024-06-17,Morgan Hill,Weekday,74.39060931727464
2024-06-17,Mountain View,Weekday,1415.7332695222476
2024-06-17,Palo Alto,Weekday,2766.9497718931075
2024-06-17,Redwood City,Weekday,1385.475760600031
2024-06-17,San Antonio,Weekday,385.0781028737579
2024-06-17,San Bruno,Weekday,223.83089195712185
2024-06-17,San Carlos,Weekday,458.7886343433015
2024-06-17,San Francisco,Weekday,3828.167531919039
2024-06-17,San Jose Diridon,Weekday,1184.0866234169127
2024-06-17,San Martin,Weekday,16.608777645015063
2024-06-17,San Mateo,Weekday,764.4428418586696
2024-06-17,Santa Clara,Weekday,547.3475303167173
2024-06-17,South San Francisco,Weekday,372.9824681294347
2024-06-17,Sunnyvale,Weekday,954.513233386795
2024-06-17,Tamien,Weekday,158.54323535162644
2024-06-18,22nd Street,Weekday,985.1386168001194
2024-06-18,Bayshore,Weekday,114.50695243063149
2024-06-18,Belmont,Weekday,456.5812149091059
2024-06-18,Blossom Hill,Weekday,77.39062856593709
2024-06-18,Burlingame,Weekday,530.9816713826644
2024-06-18,California Ave,Weekday,488.69156632358585
2024-06-18,Capitol,Weekday,52.64561120399908
2024-06-18,College Park,Weekday,8.12591401620023
2024-06-18,Gilroy,Weekday,94.62504659483852
2024-06-18,Hayward Park,Weekday,233.34079485854323
2024-06-18,Hillsdale,Weekday,1289.8728755298878
2024-06-18,Lawrence,Weekday,570.7076760319726
2024-06-18,Menlo Park,Weekday,664.9993397954939
2024-06-18,Millbrae,Weekday,1238.3956366951688
2024-06-18,Morgan Hill,Weekday,100.37717495960551
2024-06-18,Mountain View,Weekday,1937.8679674437144
2024-06-18,Palo Alto,Weekday,3105.3300735507687
2024-06-18,Redwood City,Weekday,1773.7396165243651
2024-06-18,San Antonio,Weekday,442.5813774244
2024-06-18,San Bruno,Weekday,248.8847848055077
2024-06-18,San Carlos,Weekday,535.1267392828155
2024-06-18,San Francisco,Weekday,4979.666749650476
2024-06-18,San Jose Diridon,Weekday,1520.687911846587
2024-06-18,San Martin,Weekday,23.980838173537926
2024-06-18,San Mateo,Weekday,964.0499759890237
2024-06-18,Santa Clara,Weekday,621.6014345364014
2024-06-18,South San Francisco,Weekday,479.82511136662004
2024-06-18,Sunnyvale,Weekday,1277.916777963915
2024-06-18,Tamien,Weekday,214.8037540668051
2024-06-19,22nd Street,Weekday,794.2047896944727
2024-06-19,Bayshore,Weekday,105.73602497853871
2024-06-19,Belmont,Weekday,370.1789197374336
2024-06-19,Blossom Hill,Weekday,51.72910058399306
2024-06-19,Burlingame,Weekday,455.91453440409
2024-06-19,California Ave,Weekday,414.839895328705
2024-06-19,Capitol,Weekday,29.826350207420955
2024-06-19,College Park,Weekday,4.387706493332916
2024-06-19,Gilroy,Weekday,74.37072384948848
2024-06-19,Hayward Park,Weekday,173.2400210517854
2024-06-19,Hillsdale,Weekday,949.2571614817109
2024-06-19,Lawrence,Weekday,448.8002745171034
2024-06-19,Menlo Park,Weekday,575.9597161020359
2024-06-19,Millbrae,Weekday,1091.1124257875574
2024-06-19,Morgan Hill,Weekday,57.44537325906753
2024-06-19,Mountain View,Weekday,1457.1351254310548
2024-06-19,Palo Alto,Weekday,2695.4807299174067
2024-06-19,Redwood City,Weekday,1402.0945321629167
2024-06-19,San Antonio,Weekday,389.9967912756471
2024-06-19,San Bruno,Weekday,206.48027866374406
2024-06-19,San Carlos,Weekday,455.5423115249569
2024-06-19,San Francisco,Weekday,3806.5659178691085
2024-06-19,San Jose Diridon,Weekday,1251.399353587592
2024-06-19,San Martin,Weekday,13.023938592878816
2024-06-19,San Mateo,Weekday,794.2797743480834
2024-06-19,Santa Clara,Weekday,579.2525207049757
2024-06-19,South San Francisco,Weekday,336.7878750548927
2024-06-19,Sunnyvale,Weekday,1037.3353150011008
2024-06-19,Tamien,Weekday,178.8373113995992
2024-06-20,22nd Street,Weekday,894.678857820629
2024-06-20,Bayshore,Weekday,102.46832680231145
2024-06-20,Belmont,Weekday,424.4071822093098
2024-06-20,Blossom Hill,Weekday,58.50399738701045
2024-06-20,Burlingame,Weekday,510.2740070181027
2024-06-20,California Ave,Weekday,486.10777821452143
2024-06-20,Capitol,Weekday,45.06581542389305
2024-06-20,College Park,Weekday,10.053569969191077
2024-06-20,Gilroy,Weekday,105.06533184464637
2024-06-20,Hayward Park,Weekday,236.25037448243782
2024-06-20,Hillsdale,Weekday,1180.341908639018
2024-06-20,Lawrence,Weekday,496.25908338695734
2024-06-20,Menlo Park,Weekday,632.133446288676
2024-06-20,Millbrae,Weekday,1199.2558249677747
2024-06-20,Morgan Hill,Weekday,94.08316866627764
2024-06-20,Mountain View,Weekday,1803.8562710249787
2024-06-20,Palo Alto,Weekday,2925.3541022703434
2024-06-20,Redwood City,Weekday,1630.4330703055703
2024-06-20,San Antonio,Weekday,434.6002580867745
2024-06-20,San Bruno,Weekday,253.66630157271476
2024-06-20,San Carlos,Weekday,515.6527021466599
2024-06-20,San Francisco,Weekday,5003.4129177434215
2024-06-20,San Jose Diridon,Weekday,1493.4896576964104
2024-06-20,San Martin,Weekday,23.713444720195234
2024-06-20,San Mateo,Weekday,960.7086550976353
2024-06-20,Santa Clara,Weekday,601.0728050277521
2024-06-20,South San Francisco,Weekday,414.13704964652146
2024-06-20,Sunnyvale,Weekday,1231.042421086471
2024-06-20,Tamien,Weekday,180.97981500813384
2024-06-21,22nd Street,Weekday,655.4117142041368
2024-06-21,Bayshore,Weekday,93.02172772293412
2024-06-21,Belmont,Weekday,326.78118122536216
2024-06-21,Blossom Hill,Weekday,45.4485852446844
2024-06-21,Burlingame,Weekday,387.97069271038305
2024-06-21,California Ave,Weekday,415.78654160399515
2024-06-21,Capitol,Weekday,32.27198910422461
2024-06-21,College Park,Weekday,8.280370064813132
2024-06-21,Gilroy,Weekday,54.048269928203226
2024-06-21,Hayward Park,Weekday,164.76918217007156
2024-06-21,Hillsdale,Weekday,833.5078781020915
2024-06-21,Lawrence,Weekday,392.61553715329916
2024-06-21,Menlo Park,Weekday,595.7915621347645
2024-06-21,Millbrae,Weekday,1034.3322080896
2024-06-21,Morgan Hill,Weekday,52.524538980728266
2024-06-21,Mountain View,Weekday,1308.6351595542924
2024-06-21,Palo Alto,Weekday,2265.0477079707643
2024-06-21,Redwood City,Weekday,1334.9302490277662
2024-06-21,San Antonio,Weekday,347.16950008134637
2024-06-21,San Bruno,Weekday,197.20928047419568
2024-06-21,San Carlos,Weekday,394.9568100434395
2024-06-21,San Francisco,Weekday,3511.5142272519834
2024-06-21,San Jose Diridon,Weekday,1135.0072777216133
2024-06-21,San Martin,Weekday,10.842733441847209
2024-06-21,San Mateo,Weekday,703.4131798930799
2024-06-21,Santa Clara,Weekday,560.353464843917
2024-06-21,South San Francisco,Weekday,356.69575773753735
2024-06-21,Sunnyvale,Weekday,909.4785653102092
2024-06-21,Tamien,Weekday,128.25010945928187
2024-06-22,22nd Street,Saturday,335.5748532844113
2024-06-22,Bayshore,Saturday,94.84046613376161
2024-06-22,Belmont,Saturday,166.27468641359434
2024-06-22,Blossom Hill,Saturday,0.0
2024-06-22,Broadway,Saturday,61.764264801384556
2024-06-22,Burlingame,Saturday,287.96101999480106
2024-06-22,California Ave,Saturday,231.5976129531884
2024-06-22,Capitol,Saturday,0.0
2024-06-22,College Park,Saturday,0.5243797546039247
2024-06-22,Gilroy,Saturday,0.0
2024-06-22,Hayward Park,Saturday,87.33596953725343
2024-06-22,Hillsdale,Saturday,319.97343073068043
2024-06-22,Lawrence,Saturday,215.37963328304414
2024-06-22,Menlo Park,Saturday,304.0768266249027
2024-06-22,Millbrae,Saturday,573.3672966668352
2024-06-22,Morgan Hill,Saturday,0.0
2024-06-22,Mountain View,Saturday,739.9303780735107
2024-06-22,Palo Alto,Saturday,955.1605744946951
2024-06-22,Redwood City,Saturday,561.1968337939051
2024-06-22,San Antonio,Saturday,246.96664261120586
2024-06-22,San Bruno,Saturday,145.30800161194742
2024-06-22,San Carlos,Saturday,182.24119872805483
2024-06-22,San Francisco,Saturday,2472.2084614259197
2024-06-22,San Jose Diridon,Saturday,611.7496281161805
2024-06-22,San Martin,Saturday,0.0
2024-06-22,San Mateo,Saturday,361.04485670679446
2024-06-22,Santa Clara,Saturday,465.31243431535796
2024-06-22,South San Francisco,Saturday,126.9151899480011
2024-06-22,Sunnyvale,Saturday,523.8407901062578
2024-06-22,Tamien,Saturday,44.07929388376526
2024-06-23,22nd Street,Sunday,274.16658479547925
2024-06-23,Bayshore,Sunday,75.75470657247489
2024-06-23,Belmont,Sunday,131.63586417837337
2024-06-23,Blossom Hill,Sunday,0.0
2024-06-23,Broadway,Sunday,32.6714418330435
2024-06-23,Burlingame,Sunday,198.13122742738372
2024-06-23,California Ave,Sunday,213.8334941402958
2024-06-23,Capitol,Sunday,0.0
2024-06-23,College Park,Sunday,0.4613933379697819
2024-06-23,Gilroy,Sunday,0.0
2024-06-23,Hayward Park,Sunday,78.24975979710163
2024-06-23,Hillsdale,Sunday,263.72176205251515
2024-06-23,Lawrence,Sunday,164.50173863907537
2024-06-23,Menlo Park,Sunday,224.40883324743518
2024-06-23,Millbrae,Sunday,520.5488578515332
2024-06-23,Morgan Hill,Sunday,0.0
2024-06-23,Mountain View,Sunday,473.76295876844495
2024-06-23,Palo Alto,Sunday,772.342696240702
2024-06-23,Redwood City,Sunday,395.7496184272292
2024-06-23,San Antonio,Sunday,202.27940967507158
2024-06-23,San Bruno,Sunday,107.59052060614219
2024-06-23,San Carlos,Sunday,168.68425259687518
2024-06-23,San Francisco,Sunday,1980.0231141973
2024-06-23,San Jose Diridon,Sunday,499.07936442596036
2024-06-23,San Martin,Sunday,0.0
2024-06-23,San Mateo,Sunday,290.4118092137941
2024-06-23,Santa Clara,Sunday,262.11476205818985
2024-06-23,South San Francisco,Sunday,99.64818795820635
2024-06-23,Sunnyvale,Sunday,473.49152678557056
2024-06-23,Tamien,Sunday,32.67361453550212
2024-06-24,22nd Street,Weekday,837.9153079446567
2024-06-24,Bayshore,Weekday,106.77269333430198
2024-06-24,Belmont,Weekday,458.0283786707952
2024-06-24,Blossom Hill,Weekday,62.64561103795214
2024-06-24,Burlingame,Weekday,505.967458978024
2024-06-24,California Ave,Weekday,493.91819357376784
2024-06-24,Capitol,Weekday,32.3477835439955
2024-06-24,College Park,Weekday,5.623524688763156
2024-06-24,Gilroy,Weekday,90.03023948424223
2024-06-24,Hayward Park,Weekday,239.28696268808656
2024-06-24,Hillsdale,Weekday,1105.0956961106924
2024-06-24,Lawrence,Weekday,515.4651438077585
2024-06-24,Menlo Park,Weekday,662.0520440218539
2024-06-24,Millbrae,Weekday,1343.9520324798727
2024-06-24,Morgan Hill,Weekday,58.08676041255268
2024-06-24,Mountain View,Weekday,1663.0949090562283
2024-06-24,Palo Alto,Weekday,2912.812928591365
2024-06-24,Redwood City,Weekday,1580.654231199191
2024-06-24,San Antonio,Weekday,426.15734288093336
2024-06-24,San Bruno,Weekday,306.25799300970425
2024-06-24,San Carlos,Weekday,501.6236960738539
2024-06-24,San Francisco,Weekday,5501.611401354106
2024-06-24,San Jose Diridon,Weekday,1448.2044467218338
2024-06-24,San Martin,Weekday,25.839489601369483
2024-06-24,San Mateo,Weekday,913.9865627661397
2024-06-24,Santa Clara,Weekday,617.6480232288563
2024-06-24,South San Francisco,Weekday,472.65387423701293
2024-06-24,Sunnyvale,Weekday,1078.2324442885094
2024-06-24,Tamien,Weekday,153.74358854559077
2024-06-25,22nd Street,Weekday,1044.4292345362628
2024-06-25,Bayshore,Weekday,115.10191730268755
2024-06-25,Belmont,Weekday,508.0705190234474
2024-06-25,Blossom Hill,Weekday,74.49755083809379
2024-06-25,Burlingame,Weekday,596.142226710115
2024-06-25,California Ave,Weekday,594.2575449609296
2024-06-25,Capitol,Weekday,49.88607591224502
2024-06-25,College Park,Weekday,8.346646194100968
2024-06-25,Gilroy,Weekday,98.92755029958259
2024-06-25,Hayward Park,Weekday,269.376698376212
2024-06-25,Hillsdale,Weekday,1491.5366970970695
2024-06-25,Lawrence,Weekday,625.1688141176305
2024-06-25,Menlo Park,Weekday,816.2173062405939
2024-06-25,Millbrae,Weekday,1421.635975081539
2024-06-25,Morgan Hill,Weekday,93.99989478414818
2024-06-25,Mountain View,Weekday,2136.9624934596795
2024-06-25,Palo Alto,Weekday,3386.880198139557
2024-06-25,Redwood City,Weekday,1937.5772306421345
2024-06-25,San Antonio,Weekday,506.7921970833481
2024-06-25,San Bruno,Weekday,340.44797058819165
2024-06-25,San Carlos,Weekday,571.2283302274429
2024-06-25,San Francisco,Weekday,6767.883699087413
2024-06-25,San Jose Diridon,Weekday,1852.0738797343995
2024-06-25,San Martin,Weekday,20.619140848360747
2024-06-25,San Mateo,Weekday,1102.2680253804526
2024-06-25,Santa Clara,Weekday,713.0223460665412
2024-06-25,South San Francisco,Weekday,583.4684783718335
2024-06-25,Sunnyvale,Weekday,1435.772552629875
2024-06-25,Tamien,Weekday,236.21731644223533
2024-06-26,22nd Street,Weekday,1001.818209819513
2024-06-26,Bayshore,Weekday,131.08958965077645
2024-06-26,Belmont,Weekday,499.3730347605653
2024-06-26,Blossom Hill,Weekday,70.0482122131881
2024-06-26,Burlingame,Weekday,577.3173198034015
2024-06-26,California Ave,Weekday,607.3275658361721
2024-06-26,Capitol,Weekday,43.400425593184565
2024-06-26,College Park,Weekday,5.91056991884559
2024-06-26,Gilroy,Weekday,112.63443287136131
2024-06-26,Hayward Park,Weekday,239.5108680935131
2024-06-26,Hillsdale,Weekday,1418.5866265048871
2024-06-26,Lawrence,Weekday,610.6250245019992
2024-06-26,Menlo Park,Weekday,739.0091596329258
2024-06-26,Millbrae,Weekday,1241.0335859062964
2024-06-26,Morgan Hill,Weekday,71.48052925796449
2024-06-26,Mountain View,Weekday,2104.8365838415175
2024-06-26,Palo Alto,Weekday,3315.494568075092
2024-06-26,Redwood City,Weekday,1950.219793554151
2024-06-26,San Antonio,Weekday,492.75674679785845
2024-06-26,San Bruno,Weekday,354.4179245760829
2024-06-26,San Carlos,Weekday,615.6975147096522
2024-06-26,San Francisco,Weekday,6856.538586699033
2024-06-26,San Jose Diridon,Weekday,1821.9643379627244
2024-06-26,San Martin,Weekday,26.07655892232439
2024-06-26,San Mateo,Weekday,1110.0033444077678
2024-06-26,Santa Clara,Weekday,706.6448473746738
2024-06-26,South San Francisco,Weekday,576.4401616675538
2024-06-26,Sunnyvale,Weekday,1448.4129476182275
2024-06-26,Tamien,Weekday,199.53857807934085
2024-06-27,22nd Street,Weekday,965.0206234974058
2024-06-27,Bayshore,Weekday,133.03557620609394
2024-06-27,Belmont,Weekday,527.5043942820778
2024-06-27,Blossom Hill,Weekday,68.8414518666987
2024-06-27,Burlingame,Weekday,583.4787780227921
2024-06-27,California Ave,Weekday,535.905237043345
2024-06-27,Capitol,Weekday,42.79261409930919
2024-06-27,College Park,Weekday,7.096975651971755
2024-06-27,Gilroy,Weekday,88.5103670883764
2024-06-27,Hayward Park,Weekday,266.0037645234526
2024-06-27,Hillsdale,Weekday,1386.2169114072135
2024-06-27,Lawrence,Weekday,576.9728856120594
2024-06-27,Menlo Park,Weekday,783.0293247859017
2024-06-27,Millbrae,Weekday,1521.5957982125424
2024-06-27,Morgan Hill,Weekday,82.105458363573
2024-06-27,Mountain View,Weekday,2181.9493608514786
2024-06-27,Palo Alto,Weekday,3148.5070925708806
2024-06-27,Redwood City,Weekday,1841.5410288113633
2024-06-27,San Antonio,Weekday,493.5918527601859
